Core_Set,Sampling,Model,Recall,Precision,F1,ROC_AUC,AUC_PR
Top-40,RUS,LinearSVM,0.8095238095238095,0.14166666666666666,0.24113475177304963,0.7752315943442223,0.21421691566140463
Top-40,RUS,LogisticRegression,0.8095238095238095,0.13821138211382114,0.2361111111111111,0.7625548512920527,0.21309298749160469
Top-40,RUS,DecisionTree,0.7619047619047619,0.11594202898550725,0.20125786163522014,0.6727612546725175,0.1042603508679388
Top-40,SMOTE,LogisticRegression,0.6666666666666666,0.15730337078651685,0.2545454545454545,0.777994474240208,0.23879017896835897
Top-40,SMOTE+Tomek,LogisticRegression,0.6666666666666666,0.15730337078651685,0.2545454545454545,0.777994474240208,0.23879017896835897
Top-40,SMOTE,LinearSVM,0.6666666666666666,0.15217391304347827,0.24778761061946902,0.7797822200552575,0.26222050424942045
Top-40,SMOTE+Tomek,LinearSVM,0.6666666666666666,0.15217391304347827,0.24778761061946902,0.7797822200552575,0.26222050424942045
Top-40,SMOTE,DecisionTree,0.38095238095238093,0.14814814814814814,0.21333333333333335,0.6109215017064846,0.12841795591550942
Top-40,SMOTE+Tomek,DecisionTree,0.38095238095238093,0.14814814814814814,0.21333333333333335,0.6109215017064846,0.12841795591550942
